Ártal,Grófflokkun,Fínflokkun,Lýsing,Nánar,Virkur,Listi sakarefna í Réttarvörslugátt/Frá dómstólum,Spurningar / athugasemdir
2019-077-029-001,Umferðarlagabrot,II. kafli.  Reglur fyrir alla umferð,Sérstakar reglur um bann við stöðvun eða lagningu ökutækis,Gjald skv. 109. gr.,TRUE,Umferðarlagabrot,
2019-077-031-001,Umferðarlagabrot,II. kafli.  Reglur fyrir alla umferð,Akstur utan vega í þéttbýli,Ekið eða lagt á svæði sem ekki er ætlað fyrir umferð ökutækja,TRUE,Umferðarlagabrot,
2019-077-032-001,Umferðarlagabrot,II. kafli.  Reglur fyrir alla umferð,"Skyldur ökumanns, þegar ökutæki hefur stöðvast í sérstöku tilviki",Ekki gerðar réttar ráðstafanir t.a.m. með notkun hættuljósa og viðvörunarþríhyrnings,TRUE,Umferðarlagabrot,
2019-077-033-001,Umferðarlagabrot,IV. kafli. Umferðarreglur fyrir ökumenn,Merki og merkjagjöf,"Merkjagjöf vanrækt, ónauðsynleg merkjagjöf",TRUE,Umferðarlagabrot,
2019-077-033-003,Umferðarlagabrot,IV. kafli. Umferðarreglur fyrir ökumenn,Merki og merkjagjöf,Stefnumerki ekki gefið þegar það er skylt,TRUE,Umferðarlagabrot,
2019-077-034-001,Umferðarlagabrot,IV. kafli. Umferðarreglur fyrir ökumenn,Ljósanotkun,Ökuljós vélknúins ökutækis eigi tendruð,TRUE,Umferðarlagabrot,
2019-077-034-002,Umferðarlagabrot,IV. kafli. Umferðarreglur fyrir ökumenn,Ljósanotkun,Ljós annarra ökutækja en vélknúinna eigi tendruð þegar birta er ófullnægjandi,TRUE,Umferðarlagabrot,
2019-077-034-003,Umferðarlagabrot,IV. kafli. Umferðarreglur fyrir ökumenn,Ljósanotkun,Óheimil eða röng notkun ljósa,TRUE,Umferðarlagabrot,
2019-077-035-001,Umferðarlagabrot,II. kafli.  Reglur fyrir alla umferð,Hættuljós og viðvörunarþríhyrningur,Hættuljós og viðvörunarþríhyrningur eigi notuð,TRUE,Umferðarlagabrot,
2019-077-036-001,Umferðarlagabrot,V. kafli. Ökuhraði,Almennar reglur um ökuhraða,Ökuhraði eigi miðaður við aðstæður (1.-3. mgr),TRUE,Umferðarlagabrot,
2019-077-036-004,Umferðarlagabrot,V. kafli. Ökuhraði,Almennar reglur um ökuhraða,Aur eða vatn slettist á vegfarendur vegna ógætilegs aksturs,TRUE,Umferðarlagabrot,
2019-077-037-000,Umferðarlagabrot,V. kafli. Ökuhraði,Of hraður akstur,Hraðamæling/tilgreindur hraði,TRUE,Umferðarlagabrot,
2019-077-037-000,Umferðarlagabrot,V. kafli. Ökuhraði,Of hraður akstur,Hraðamæling/tilgreindur hraði - sérstök gerð ökutækja,TRUE,Umferðarlagabrot,
2019-077-039-001,Umferðarlagabrot,VI. kafli.  Sérreglur um akstursíþróttir og aksturskeppni,Akstursíþróttir og aksturskeppni,Efnt til aksturskeppni án leyfis lögreglustjóra,TRUE,Umferðarlagabrot,
2019-077-042-005,Umferðarlagabrot,VII. kafli. Sérreglur fyrir reiðhjól og smáfarartæki,Sérreglur fyrir reiðhjól og smáfarartæki,Brot á sérreglum fyrir reiðhjól og smáfarartæki,TRUE,Umferðarlagabrot,
2019-077-044-002,Umferðarlagabrot,VII. kafli. Sérreglur fyrir reiðhjól og smáfarartæki,"Börn, reiðhjól og smáfarartæki",Bann við að reiða barn yngra en 7 ára og án sérstaks búnaðar,TRUE,Umferðarlagabrot,
2019-077-044-003,Umferðarlagabrot,VII. kafli. Sérreglur fyrir reiðhjól og smáfarartæki,"Börn, reiðhjól og smáfarartæki",Bann við akstri smáfarartækja yngri en 13 ára,TRUE,Umferðarlagabrot,
2019-077-045-001,Umferðarlagabrot,VII. kafli. Sérreglur fyrir reiðhjól og smáfarartæki,Almennar reglur um akstur bifhjóla,Brot á reglum um akstur bifhjóla,TRUE,Umferðarlagabrot,
2019-077-046-001,Umferðarlagabrot,VII. kafli. Sérreglur fyrir reiðhjól og smáfarartæki,Sérreglur um akstur léttra bifhjóla í flokki I,Brot á sérreglum um akstur léttra bifhjóla í flokki I,TRUE,Umferðarlagabrot,
2019-077-047-001,Umferðarlagabrot,VII. kafli. Sérreglur fyrir reiðhjól og smáfarartæki,Almennar reglur um akstur torfærutækja,Brot á reglum um akstur torfærutækja,TRUE,Umferðarlagabrot,
2019-077-048-002,Umferðarlagabrot,Um ökumenn,"Veikindi, áfengisáhrif o.fl.",Ökumaður ekki fær um að stjórna ökutæki vegna ofþreytu,TRUE,Umferðarlagabrot,
2019-077-048-002,Umferðarlagabrot,Um ökumenn,"Veikindi, áfengisáhrif o.fl.","Ökumaður ekki fær um að stjórna ökutæki örugglega vegna veikinda, hrörnunar, ofreynslu eða svefnleysis",TRUE,Umferðarlagabrot,
2019-077-048-002,Umferðarlagabrot,Um ökumenn,"Veikindi, áfengisáhrif o.fl.",Ökumaður ekki fær um að stjórna ökutæki örugglega vegna örvandi eða deyfandi efna,TRUE,Umferðarlagabrot,
2019-077-048-004,Umferðarlagabrot,Um ökumenn,"Veikindi, áfengisáhrif o.fl.",Neysla áfengis eða annarra örvandi eða deyfandi efna við akstur,TRUE,Umferðarlagabrot,
2019-077-048-005,Umferðarlagabrot,Um ökumenn,"Veikindi, áfengisáhrif o.fl.",Tóbaksreykingar eða notkun rafrettna við stjórn bifreiðar til farþegaflutninga í atvinnuskyni,TRUE,Umferðarlagabrot,
2019-077-049-002,Umferðarlagabrot,Um ökumenn,Bann við ölvunarakstri,Ölvun við akstur - fyrsta brot,TRUE,Umferðarlagabrot,
2019-077-049-002,Umferðarlagabrot,Um ökumenn,Bann við ölvunarakstri,"Ölvun við akstur - síðara brot eða áður brotið gegn 1., sbr. 2. mgr. 50. gr.",TRUE,Umferðarlagabrot,
2019-077-049-006,Umferðarlagabrot,Um ökumenn,Bann við ölvunarakstri,Stjórnað eða reynt að stjórna hjóli eða hesti undir áhrifum áfengis eða annarra örvandi eða deyfandi efna,TRUE,Umferðarlagabrot,
2019-077-049-007,Umferðarlagabrot,Um ökumenn,Bann við ölvunarakstri,Ökumanni í því ástandi sem fram kemur í ákvæðinu falin stjórn ökutækis,TRUE,Umferðarlagabrot,
2019-077-049-008,Umferðarlagabrot,Um ökumenn,Bann við ölvunarakstri,"Bann við akstri, eða tilraun til aksturs, smáfarartækis undir áhrifum áfengis",TRUE,Umferðarlagabrot,
2019-077-050-001,Umferðarlagabrot,Um ökumenn,Bann við akstri undir áhrifum ávana- og fíkniefna og lyfja,Neysla efna ekki staðfest,TRUE,Umferðarlagabrot,
2019-077-050-001,Umferðarlagabrot,Um ökumenn,Bann við akstri undir áhrifum ávana- og fíkniefna og lyfja,Neysla efna staðfest,TRUE,Umferðarlagabrot,
2019-077-050-003,Umferðarlagabrot,Um ökumenn,Reynt að stjórna reiðhjóli eða hesti undir áhrifum ávana- og fíkniefna eða lyfja,Reynt að stjóna reiðhjóli eða hesti,TRUE,Umferðarlagabrot,
2019-077-050-004,Umferðarlagabrot,Um ökumenn,Einstaklingi undir áhrifum ávana og fíkniefna eða lyfja falin stjórn ökutækis,Ökumanni í því ástandi sem fram kemur í ákvæðinu falin stjórn ökutækis,TRUE,Umferðarlagabrot,
2019-077-050-005,Umferðarlagabrot,Um ökumenn,"Bann við akstri, eða tilraun til aksturs, smáfarartækis undir áhrifum ávana- og fíkniefna eða lyfja",Neysla efna ekki staðfest,TRUE,Umferðarlagabrot,
2019-077-050-005,Umferðarlagabrot,Um ökumenn,"Bann við akstri, eða tilraun til aksturs, smáfarartækis undir áhrifum ávana- og fíkniefna eða lyfja",Neysla efna staðfest,TRUE,Umferðarlagabrot,
2019-077-051-001,Umferðarlagabrot,Umferðarlög,Tilkynningarskylda vegna gruns um ölvunarakstur o.fl.,Veitingamaður reynir ekki að hindra ölvunarakstur,TRUE,Umferðarlagabrot,
2019-077-051-002,Umferðarlagabrot,Umferðarlög,Tilkynningarskylda vegna gruns um ölvunarakstur o.fl.,Afgreiðslumaður eldsneytis reynir ekki að hindra ölvunarakstur,TRUE,Umferðarlagabrot,
2019-077-052-003,Umferðarlagabrot,Um ökumenn,"Öndunarpróf, öndunarsýni, blóðsýni o.fl.",Ökumaður neitar að veita atbeina við rannsókn máls - annað brot,TRUE,Umferðarlagabrot,
2019-077-052-003,Umferðarlagabrot,Um ökumenn,"Öndunarpróf, öndunarsýni, blóðsýni o.fl.",Ökumaður neitar að veita atbeina við rannsókn máls - fyrsta brot,TRUE,Umferðarlagabrot,
2019-077-052-005,Umferðarlagabrot,Um ökumenn,"Öndunarpróf, öndunarsýni, blóðsýni o.fl.",Neytt áfengis eða annarra örvandi eða deyfandi efna í sex klukkustundir eftir að akstri lýkur ...,TRUE,Umferðarlagabrot,
2019-077-053-001,Umferðarlagabrot,Um ökumenn,Upplýsingaskylda o.fl.,Eigandi/umráðamaður neitar að gera grein fyrir því hver hafi stjórnað ökutæki,TRUE,Umferðarlagabrot,
2019-077-053-002,Umferðarlagabrot,Um ökumenn,Upplýsingaskylda o.fl.,"Manni, sem ekki hefur til þess réttindi, falin stjórn ökutækis",TRUE,Umferðarlagabrot,
2019-077-054-000,Umferðarlagabrot,Viðauki ii - reglugerð um aksturs- og hvíldartíma ökumanna,Aksturs- og hvíldartími ökumanna o.fl.,Viðauki 2,TRUE,Umferðarlagabrot,
2019-077-057-001,Umferðarlagabrot,Um ökumenn,Notkun farsíma og annars fjarskiptabúnaðar,"Notkun farsíma, snjalltækja eða annarra raftækja sem truflað geta akstur án handfrjáls búnaðar",TRUE,Umferðarlagabrot,
2019-077-058-001,Umferðarlagabrot,Um ökumenn,"Ökuréttindi, akstur bifreiðar og bifhjóls án réttinda, ökuskírteini",Akstur bifreiðar eða bifhjóls án gildra ökuréttinda - í annað sinn,TRUE,Umferðarlagabrot,
2019-077-058-001,Umferðarlagabrot,Um ökumenn,"Ökuréttindi, akstur bifreiðar og bifhjóls án réttinda, ökuskírteini",Akstur bifreiðar eða bifhjóls án gildra ökuréttinda - í fyrsta sinn,TRUE,Umferðarlagabrot,
2019-077-058-001,Umferðarlagabrot,Um ökumenn,"Ökuréttindi, akstur bifreiðar og bifhjóls án réttinda, ökuskírteini",Akstur bifreiðar eða bifhjóls án gildra ökuréttinda - í þriðja sinn eða oftar,TRUE,Umferðarlagabrot,
2019-077-058-001,Umferðarlagabrot,Um ökumenn,"Ökuréttindi, akstur bifreiðar og bifhjóls án réttinda, ökuskírteini",Akstur bifreiðar eða bifhjóls sviptur ökurétti - annað brot,TRUE,Umferðarlagabrot,
2019-077-058-001,Umferðarlagabrot,Um ökumenn,"Ökuréttindi, akstur bifreiðar og bifhjóls án réttinda, ökuskírteini",Akstur bifreiðar eða bifhjóls sviptur ökurétti - fyrsta brot,TRUE,Umferðarlagabrot,
2019-077-058-001,Umferðarlagabrot,Um ökumenn,"Ökuréttindi, akstur bifreiðar og bifhjóls án réttinda, ökuskírteini",Akstur bifreiðar eða bifhjóls sviptur ökurétti - í þriðja sinn eða oftar,TRUE,Umferðarlagabrot,
2019-077-058-001,Umferðarlagabrot,Um ökumenn,"Ökuréttindi, akstur bifreiðar og bifhjóls án réttinda, ökuskírteini","Án þess að hafa öðlast ökuréttindi, í annað sinn",TRUE,Umferðarlagabrot,
2019-077-058-001,Umferðarlagabrot,Um ökumenn,"Ökuréttindi, akstur bifreiðar og bifhjóls án réttinda, ökuskírteini","Án þess að hafa öðlast ökuréttindi, í fyrsta sinn",TRUE,Umferðarlagabrot,
2019-077-058-001,Umferðarlagabrot,Um ökumenn,"Ökuréttindi, akstur bifreiðar og bifhjóls án réttinda, ökuskírteini","Án þess að hafa öðlast ökuréttindi, í þriðja sinn eða oftar",TRUE,Umferðarlagabrot,
2019-077-058-003,Umferðarlagabrot,IV. kafli. Umferðarreglur fyrir ökumenn,Skilyrði til að mega stjórna ökutæki,brot á reglum um aukin ökuréttindi,TRUE,Umferðarlagabrot,
2019-077-058-006,Umferðarlagabrot,Um ökumenn,Skilyrði til að mega stjórna ökutæki,Akstur vélknúins ökutækis sem er meira en 3.500 kg að leyfðri án tilskilinna réttinda,TRUE,Umferðarlagabrot,
2019-077-058-008,Umferðarlagabrot,Um ökumenn,Skilyrði til að mega stjórna ökutæki,Ökuskírteini ekki meðferðis,TRUE,Umferðarlagabrot,
2019-077-061-001,Umferðarlagabrot,Um ökumenn,"Stjórnendur dráttarvéla, vinnuvéla, léttra bifhjóla og torfærutækja",Akstur bifreiðar eða bifhjóls án gildra ökuréttinda - í annað sinn,TRUE,Umferðarlagabrot,
2019-077-061-001,Umferðarlagabrot,Um ökumenn,"Stjórnendur dráttarvéla, vinnuvéla, léttra bifhjóla og torfærutækja",Akstur bifreiðar eða bifhjóls án gildra ökuréttinda - í fyrsta sinn,TRUE,Umferðarlagabrot,
2019-077-061-001,Umferðarlagabrot,Um ökumenn,"Stjórnendur dráttarvéla, vinnuvéla, léttra bifhjóla og torfærutækja","Akstur dráttarvélar, vinnuvélar, létts bifhjóls og torfærutækis sviptur ökurétti - annað brot",TRUE,Umferðarlagabrot,
2019-077-061-001,Umferðarlagabrot,Um ökumenn,"Stjórnendur dráttarvéla, vinnuvéla, léttra bifhjóla og torfærutækja","Akstur dráttarvélar, vinnuvélar, létts bifhjóls og torfærutækis sviptur ökurétti - fyrsta brot",TRUE,Umferðarlagabrot,
2019-077-061-002,Umferðarlagabrot,Um ökumenn,"Stjórnendur dráttarvéla, vinnuvéla, léttra bifhjóla og torfærutækja",Stjórnandi vinnuvélar skal hafa tilskilin vinnuvélaréttindi,TRUE,Umferðarlagabrot,
2019-077-061-003,Umferðarlagabrot,Um ökumenn,"Stjórnendur dráttarvéla, vinnuvéla, léttra bifhjóla og torfærutækja","Ökuskírteini ekki meðferðis, sbr. 8. mgr. 58. gr.",TRUE,Umferðarlagabrot,
2019-077-061-005,Umferðarlagabrot,Um ökumenn,"Stjórnendur dráttarvéla, vinnuvéla, léttra bifhjóla og torfærutækja","Enginn má stjórna torfærutæki nema hann hafi gilt ökuskírteini í A1-, A2- eða A-flokki",TRUE,Umferðarlagabrot,
2019-077-063-001,Umferðarlagabrot,Um ökumenn,"Afturköllun ökuréttinda, hlutaðeigandi fullnægir ekki lengur skilyrðum til að öðlast ökuskírteini",,TRUE,Umferðarlagabrot,
2019-077-063-002,Umferðarlagabrot,IV. kafli. Umferðarreglur fyrir ökumenn,Afturköllun ökuréttinda,"Tafarlaus afturköllun ökuréttinda af heilbrigðisástæðum, eftir afskipti lögreglu af ökumanni",TRUE,Umferðarlagabrot,
2019-077-067-001,Umferðarlagabrot,Umferðarlög,Kennsluakstur,Ökukennari starfar án þess að uppfylla skilyrði 64. gr. um starfsleyfi,TRUE,Umferðarlagabrot,
2019-077-067-002,Umferðarlagabrot,Umferðarlög,Kennsluakstur,Ökukennari fer ekki að reglum við framkvæmd kennsluaksturs,TRUE,Umferðarlagabrot,
2019-077-067-004,Umferðarlagabrot,Umferðarlög,Kennsluakstur,Kennsluakstur má ekki fara fram fyrr en að fenginni námsheimild lögreglustjóra,TRUE,Umferðarlagabrot,
2019-077-068-001,Umferðarlagabrot,Umferðarlög,Æfingaakstur,Leiðbeinandi hefur ekki tilskilið leyfi,TRUE,Umferðarlagabrot,
2019-077-068-002,Umferðarlagabrot,Umferðarlög,Æfingaakstur,Leyfi ekki meðferðis,TRUE,Umferðarlagabrot,
2019-077-068-003,Umferðarlagabrot,Umferðarlög,Æfingaakstur,Bifreið ekki auðkennd til æfingaaksturs,TRUE,Umferðarlagabrot,
2019-077-068-004,Umferðarlagabrot,Umferðarlög,Æfingarakstur,Æfingaakstur skal fara fram með hliðsjón af þjálfun nemandans og leiðbeiningum sem Samgöngustofa gefur út,TRUE,Umferðarlagabrot,
2019-077-069-001,Umferðarlagabrot,XIII. kafli Ökutæki,"Öryggi, gerð og búnaður ökutækis",Hélaðar rúður á ökutæki,TRUE,Umferðarlagabrot,
2019-077-069-001,Umferðarlagabrot,XIII. kafli Ökutæki,"Öryggi, gerð og búnaður ökutækis","Hætta, óþægindi, skemmdir á vegi, óþarfa hávaði eða mengun leiða af ökutæki",TRUE,Umferðarlagabrot,
2019-077-069-002,Umferðarlagabrot,XIII. kafli Ökutæki,"Öryggi, gerð og búnaður ökutækis",Reiðhjól - annað,TRUE,Umferðarlagabrot,
2019-077-069-002,Umferðarlagabrot,XIII. kafli Ökutæki,"Öryggi, gerð og búnaður ökutækis",Reiðhjól - hemlabúnaði áfátt,TRUE,Umferðarlagabrot,
2019-077-069-002,Umferðarlagabrot,XIII. kafli Ökutæki,"Öryggi, gerð og búnaður ökutækis",Reiðhjól - ljósum og glitmerkjum áfátt,TRUE,Umferðarlagabrot,
2019-077-069-002,Umferðarlagabrot,XIII. kafli Ökutæki,"Öryggi, gerð og búnaður ökutækis",Ökutæki -  Öryggisbúnaður,TRUE,Umferðarlagabrot,
2019-077-069-002,Umferðarlagabrot,XIII. kafli Ökutæki,"Öryggi, gerð og búnaður ökutækis",Ökutæki - Aðbúnaður ökumanns eða farþega,TRUE,Umferðarlagabrot,
2019-077-069-002,Umferðarlagabrot,XIII. kafli Ökutæki,"Öryggi, gerð og búnaður ökutækis",Ökutæki - Áletranir eða merki,TRUE,Umferðarlagabrot,
2019-077-069-002,Umferðarlagabrot,XIII. kafli Ökutæki,"Öryggi, gerð og búnaður ökutækis",Ökutæki - Búnaði fyrir farm áfátt,TRUE,Umferðarlagabrot,
2019-077-069-002,Umferðarlagabrot,XIII. kafli Ökutæki,"Öryggi, gerð og búnaður ökutækis",Ökutæki - Hemlar,TRUE,Umferðarlagabrot,
2019-077-069-002,Umferðarlagabrot,XIII. kafli Ökutæki,"Öryggi, gerð og búnaður ökutækis",Ökutæki - Hjólabúnaður (fyrir hvern óhæfan hjólbarða),TRUE,Umferðarlagabrot,
2019-077-069-002,Umferðarlagabrot,XIII. kafli Ökutæki,"Öryggi, gerð og búnaður ökutækis",Ökutæki - Hljóðmerkisbúnaður,TRUE,Umferðarlagabrot,
2019-077-069-002,Umferðarlagabrot,XIII. kafli Ökutæki,"Öryggi, gerð og búnaður ökutækis",Ökutæki - Hraðamælir,TRUE,Umferðarlagabrot,
2019-077-069-002,Umferðarlagabrot,XIII. kafli Ökutæki,"Öryggi, gerð og búnaður ökutækis","Ökutæki - Ljósker eða glitaugu, fyrir hvert óvirkt ljós",TRUE,Umferðarlagabrot,
2019-077-069-002,Umferðarlagabrot,XIII. kafli Ökutæki,"Öryggi, gerð og búnaður ökutækis",Ökutæki - Stýrisbúnaður,TRUE,Umferðarlagabrot,
2019-077-069-002,Umferðarlagabrot,XIII. kafli Ökutæki,"Öryggi, gerð og búnaður ökutækis",Ökutæki - Tengibúnaður,TRUE,Umferðarlagabrot,
2019-077-069-002,Umferðarlagabrot,XIII. kafli Ökutæki,"Öryggi, gerð og búnaður ökutækis",Ökutæki - Útblásturskerfi í ólagi,TRUE,Umferðarlagabrot,
2019-077-069-002,Umferðarlagabrot,XIII. kafli Ökutæki,"Öryggi, gerð og búnaður ökutækis",Ökutæki - Útsýn (rúður og speglar),TRUE,Umferðarlagabrot,
2019-077-069-005,Umferðarlagabrot,XIII. kafli Ökutæki,"Öryggi, gerð og búnaður ökutækis","Bann við breytingum á reiðhjóli sem búið er rafknúinni hjálparvél, smáfarartæki eða léttu bifhjóli.",TRUE,Umferðarlagabrot,
2019-077-070-001,Umferðarlagabrot,XIII. kafli Ökutæki,Tenging og dráttur ökutækja,Fleiri en einn tengivagn tengdur við bifhjól,TRUE,Umferðarlagabrot,
2019-077-070-001,Umferðarlagabrot,XIII. kafli Ökutæki,Tenging og dráttur ökutækja,Fleiri en einn tengivagn tengdur við bifreið,TRUE,Umferðarlagabrot,
2019-077-070-001,Umferðarlagabrot,XIII. kafli Ökutæki,Tenging og dráttur ökutækja,Fleiri en einn tengivagn tengdur við torfærutæki,TRUE,Umferðarlagabrot,
2019-077-070-001,Umferðarlagabrot,XIII. kafli Ökutæki,Tenging og dráttur ökutækja,Fleiri en tveir tengivagnar tengdir við dráttarvél,TRUE,Umferðarlagabrot,
2019-077-070-001,Umferðarlagabrot,XIII. kafli Ökutæki,Tenging og dráttur ökutækja,Fleiri en tveir tengivagnar tengdir við reiðhjól,TRUE,Umferðarlagabrot,
2019-077-070-001,Umferðarlagabrot,XIII. kafli Ökutæki,Tenging og dráttur ökutækja,Fleiri en tveir tengivagnar tengdir við vinnuvél,TRUE,Umferðarlagabrot,
2019-077-070-002,Umferðarlagabrot,XIII. kafli Ökutæki,Tenging og dráttur ökutækja,Hliðarvagn tengdur vinstra megin við bifhjól eða reiðhjól,TRUE,Umferðarlagabrot,
2019-077-070-003,Umferðarlagabrot,XIII. kafli Ökutæki,Tenging og dráttur ökutækja,Eftirvagn eða hliðarvagn tengdur við létt bifhjól,TRUE,Umferðarlagabrot,
2019-077-070-004,Umferðarlagabrot,XIII. kafli Ökutæki,Tenging og dráttur ökutækja,Brot á reglum um tengingu og drátt ökutækja,TRUE,Umferðarlagabrot,
2019-077-071-001,Umferðarlagabrot,XIII. kafli Ökutæki,Akstur rafknúinna dráttartækja til farþegaflutninga,Akstur rafknúinna dráttartækja til farþegaflutninga án tilskilins leyfis,TRUE,Umferðarlagabrot,
2019-077-072-001,Umferðarlagabrot,XIII. kafli Ökutæki,Skráning ökutækis,Notkun skráningarskylds vélknúins ökutækis eða eftirvagns án skráningar og/eða skráningarmerkis,TRUE,Umferðarlagabrot,
2019-077-072-003,Umferðarlagabrot,XIII. kafli Ökutæki,Skráning ökutækis,Brot á ákvæðum reglugerðar um skráningu ökutækis í ökutækjaskrá,TRUE,Umferðarlagabrot,
2019-077-074-004,Umferðarlagabrot,XIII. kafli Ökutæki,Skoðun ökutækis og álagning og innheimta vanrækslugjalds,Ökutæki hefur ekki verið fært til aðalskoðunar fyrir lok annars mánaðar frá því er ökutækið skyldi fært til aðalskoðunar,TRUE,Umferðarlagabrot,
